787379864688926721,,,2016-10-15 19:49:23 +0000,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",OCDBT4ME on Spotify: Hey guys! Nice to hear you're all home safe and sound after that epic tour! Thanks again... https://t.co/wyj0mdpG98,,,,http://bit.ly/2e7qKvz
788612969915617282,,,2016-10-19 05:29:18 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Rebecca Falleur on HiFi Music Hall - 10/20/16:

Can't wait for this show! I'm hoping to hear some older stuff! Thi… https://t.co/sjKyMjG4ZH",,,,http://www.blitzentrapper.net/shows/992
788889657861873664,,,2016-10-19 23:48:45 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Patrick Dill on HiFi Music Hall - 10/20/16:

Really looking forward to your concert! Can't wait to hear all the st… https://t.co/sjKyMjG4ZH",,,,http://www.blitzentrapper.net/shows/992
790976845831438336,,,2016-10-25 18:02:30 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","junglelove on NEW Blitzen Trapper Kickstarter:

Just read your update 9 Kev - I must have been on holiday/drunk wh… https://t.co/a6hS4IFf8L",,,,http://www.blitzentrapper.net/forum/new-blitzen-trapper-kickstarter#3058
791063673208967168,,,2016-10-25 23:47:31 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","OCDBT4ME on NEW Blitzen Trapper Kickstarter:

YES!! Definitive history!! Detailed discography!! And released simul… https://t.co/PPsKMdyhT0",,,,http://www.blitzentrapper.net/forum/new-blitzen-trapper-kickstarter#3059
792250692706635776,,,2016-10-29 06:24:19 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","plTRAPPER on Songbook Tour Disappointment - L.A.:

What I am about to say is out of love, love for all things Blit… https://t.co/5EuDD1OKry",,,,http://www.blitzentrapper.net/forum/songbook-tour-disappointment-l-a#3060
792409294616596481,,,2016-10-29 16:54:32 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","munkymufin1 on Songbook Tour Critique: What Happend?:

Well, to each their own.  I gotta say, I appreciate your ke… https://t.co/rnYOL471KR",,,,http://www.blitzentrapper.net/forum/songbook-tour-disappointment-l-a#3061
793583160206454785,,,2016-11-01 22:39:04 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","junglelove on Songbook Tour Critique: What Happend?:

See this is what happens when the Sissyneck cover doesn't ge… https://t.co/NJyJE90ztR",,,,http://www.blitzentrapper.net/forum/songbook-tour-disappointment-l-a#3062
793602156557438977,,,2016-11-01 23:54:33 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","alexk on Songbook Tour Critique: What Happend?:

I'm happy to see a nice long critique like this here, even if I d… https://t.co/lFeLmsDscD",,,,http://www.blitzentrapper.net/forum/songbook-tour-disappointment-l-a#3063
793861598624514048,,,2016-11-02 17:05:29 +0000,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Kevin Quigley on NEW Blitzen Trapper Kickstarter:

LOL. Thanks guys!  
So, the book should be done soonish - still… https://t.co/8dXdqahLwC",,,,http://www.blitzentrapper.net/forum/new-blitzen-trapper-kickstarter#3064
